0.016090116	0.35099888	0.48637772	0.20545438	0.39973584	0.061509386	0.13658805	0.22106852	0.04787806	0.40755707	-0.05410094	0.05356639	-0.080365255	-0.22476904	-0.28397495	-0.1570658
0.25256002	0.6408927	-0.17278017	0.01507534	0.7798998	0.01817202	0.18227959	0.042849224	-0.005984764	0.5170242	-0.22327428	0.43386668	0.3687742	-0.51721096	0.037109934	-0.5786904
-0.007101883	0.5130268	0.4287794	0.26499638	-0.06322962	0.13498028	-0.04377265	0.0018841227	-0.05650295	0.4969554	0.04396861	0.10183457	-0.25122768	-0.23633535	-0.50951135	-0.21770233
-0.17985757	0.08956546	0.5641711	0.37712914	-0.12175575	0.20148419	-0.06973424	0.14021274	0.07593445	0.31590512	0.12366756	0.026872326	-0.31057432	-0.16257192	-0.50902045	-0.049772225
0.09266261	0.18469189	0.525662	0.14462535	-0.01387233	0.31008893	0.19013456	0.33004093	0.20928842	0.2531258	-0.04584365	-0.28126198	-0.13739617	0.113773	-0.38320658	0.15318935
-0.42365575	0.24591582	0.5516764	0.565148	-0.6163229	-0.040186983	-0.4982544	-0.4132631	-0.25543046	0.5574614	0.32060075	0.31373796	-0.5539297	-0.24478108	-0.6465366	-0.34041572
0.04472496	0.40057483	0.09752955	0.11736368	0.51493186	-0.00051526446	0.025287908	0.12262185	-0.07361984	0.20582202	0.0056614843	0.30946347	0.030450594	-0.26194057	-0.10969738	-0.28086147
0.08710606	0.28919312	0.346154	-0.07108651	0.34281617	-0.117737815	0.12892328	0.15125717	-0.07380511	0.27904123	-0.034930363	-0.12891577	-0.056214955	-0.14553975	-0.033552103	-0.04529556
-0.18242556	-0.20372358	0.86969346	0.3419526	-0.6909059	-0.009223375	-0.06337905	-0.04547464	-0.17623682	0.5244077	0.31527275	-0.5156344	-0.7195733	0.25098503	-0.4970723	0.32829422
-0.13096681	0.21464443	0.23360911	0.33091456	0.07579435	-0.15823741	-0.21235748	-0.20879051	-0.17149645	0.45573083	0.124192104	0.22658502	-0.24455312	-0.32925463	-0.31277558	-0.31232294
-0.13999493	-0.04410159	0.03429753	-0.05210466	0.75452065	-0.5670225	-0.17822146	-0.2430356	-0.5323593	0.458106	0.3463406	0.22069135	-0.1376573	-0.46686926	0.4429271	-0.40772545
0.2640846	-0.02579731	0.63756645	-0.27672103	0.5363515	-0.37254396	0.35040706	0.31765637	-0.29959112	0.48563418	0.15797123	-0.6202506	-0.15495679	-0.091331266	0.43053198	0.33326185
